ID,climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,TARGET
10059,-368,-17,0.19,0.1,0,-10,-7,-0.002,-0.7,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,-0.0001,0,-0.0006,0.02
10060,-381,-18,0.19,0.16,0,-10,-8,-0.003,-0.7,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0,-0.0002,0,-0.0006,0.021
10061,-424,-21,0.15,0.14,0.1,-10,-14,-0.012,-1.2,-0.0009,-0.0009,-0.0009,-0.0008,0,0,-0.0002,0,-0.0008,0.019
10062,-469,-34,-0.16,0.04,0.1,-10,3,-0.021,-0.9,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.017
10063,-309,-45,-0.39,-0.07,-0.4,-10,16,-0.013,-1.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.016
10064,-281,-46,-0.41,-0.08,-0.5,-10,14,-0.012,-0.9,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.017
10065,-169,-49,-0.44,-0.05,-0.8,-11,14,0,-0.8,-0.0005,-0.0006,-0.0006,-0.0007,0,0,0.0001,0,-0.0007,0.016
10066,314,-46,-0.12,-0.15,-1.6,-11,21,0.013,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
10067,792,-14,0.13,-0.07,-1.5,-11,12,0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.022
10068,767,18,0.22,0.25,-1.1,-11,-22,0.004,-1.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
10069,199,52,0.51,0.15,0.6,-9,-13,0.003,-0.3,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,-0.0001,0,-0.0005,0.02
10070,174,53,0.51,0.16,0.7,-9,-14,-0.002,-0.4,-0.0008,-0.0006,-0.0006,-0.0005,-0.0003,0,-0.0002,0,-0.0005,0.021
10071,-400,43,-0.41,0.14,0.9,-9,-13,-0.016,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
10072,-493,36,-0.52,0.03,0.4,-10,-4,-0.009,1.7,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
10073,-377,9,-0.47,0.01,-1.6,-12,5,0.005,0,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,0.019
10074,-267,-13,0.15,0.04,-2.3,-12,2,0.015,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
10075,-94,-21,0.51,-0.04,-1.5,-11,9,0.013,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
10076,-42,-22,0.58,-0.03,-1.2,-11,8,0.009,-0.3,-0.0007,-0.0006,-0.0006,-0.0005,-0.0002,0,-0.0002,0,-0.0005,0.019
10077,-3,-22,0.57,0.11,-0.8,-11,4,-0.009,-1.5,-0.0008,-0.0008,-0.0008,-0.0007,0,0,-0.0002,0,-0.0007,0.018
10078,47,-21,-0.26,0.03,0.2,-10,1,-0.013,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
10079,-20,-20,-0.39,0.05,-1.1,-11,-3,0.005,0.2,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0.0001,0,-0.0006,0.02
10080,-87,-21,-0.19,0.09,-1.6,-11,-6,0.011,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
10081,-114,-22,-0.09,-0.13,-1.7,-12,2,0.015,3.6,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
10082,125,-22,0.36,-0.04,-1.3,-11,9,0.016,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.019
10083,23,-13,0.01,0.08,-0.2,-10,-5,-0.011,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
10084,63,-11,-0.28,0.02,-0.7,-11,2,-0.007,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
10085,77,-11,-0.31,0.09,-0.9,-11,2,-0.003,-0.5,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,0.02
10086,77,-11,-0.3,0.09,-0.9,-11,-2,0.004,-1.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0.0001,0,-0.0006,0.019
10087,-45,-9,0.47,0.07,-0.6,-10,-4,0.016,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.018
10088,-58,-10,0.53,0.08,-0.4,-10,-4,0.013,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,-0.0001,0,-0.0004,0.02
10089,-215,-14,0.4,0.07,1,-9,-11,-0.02,0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
10090,-271,-26,-0.28,0.04,1.2,-9,-2,-0.025,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.017
10091,-200,-32,-0.54,-0.08,0.6,-9,16,-0.015,0.2,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.018
10092,-80,-36,-0.5,-0.01,-0.4,-10,7,0.004,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
10093,-33,-36,-0.44,-0.13,-0.7,-11,8,0.009,1.9,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.015
10094,46,-36,-0.38,-0.15,-1,-11,14,0.015,0.3,-0.0004,-0.0004,-0.0004,-0.0005,0,0,0,0,-0.0005,0.016
10095,478,-25,0.18,-0.1,-1.2,-11,16,0.021,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
10096,590,-11,0.43,0.12,-0.8,-11,-9,0.015,-1.7,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
10097,268,16,0.24,0.13,0.8,-9,-12,-0.012,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.021
10098,-112,21,-0.35,0.15,0.6,-9,-14,-0.02,0,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.02
10099,-189,19,-0.43,0.12,0.4,-10,-13,-0.007,0.4,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0.0001,0,-0.0007,0.018
10100,-150,3,0.28,0.02,-0.1,-10,2,0.014,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0,0,0,-0.0004,0.019
10101,-166,-4,0.33,0.05,0.8,-9,-3,-0.002,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,0.018
10102,-48,-16,-0.39,0.03,1.2,-9,0,-0.016,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
10103,-58,-17,-0.42,0.03,0.6,-9,-3,0.006,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
10104,-42,-18,-0.21,0.02,0.1,-10,3,0.016,-0.2,-0.0003,-0.0003,-0.0003,-0.0004,0,0,0,0,-0.0004,0.017
10105,152,-17,0.24,-0.05,0.2,-10,9,0.016,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
10106,191,-11,0.33,0.03,0.7,-9,-3,-0.002,0.7,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,-0.0002,0,-0.0006,0.02
10107,67,-5,-0.07,0.09,1.1,-9,-7,-0.018,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
10108,-111,-15,0.13,0.04,0,-10,-2,0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
10109,115,-10,-0.42,0.03,0.2,-10,1,-0.009,0,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0,0.0001,0,-0.0008,0.019
10110,113,-4,-0.2,0.05,-0.9,-11,-2,0.009,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
10111,103,-2,-0.13,0.16,-1,-11,-5,0.009,-1.9,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.021
10112,-160,-3,0.17,0.16,-1,-11,-13,0.012,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
10113,-214,-10,0.38,-0.05,-0.4,-10,6,0.008,0.8,-0.0008,-0.0006,-0.0006,-0.0005,-0.0003,0,-0.0002,0,-0.0005,0.019
10114,-192,-15,0.18,0.03,0.1,-10,-2,-0.019,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.017
10115,136,-18,-0.38,-0.07,-0.4,-10,11,-0.014,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
10116,194,-7,-0.23,0.05,-1.7,-12,-1,0.012,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.021
10117,-159,-4,0.42,0.15,-1.3,-11,-12,0.014,-0.1,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0,0,0,-0.0004,0.02
10118,-392,-16,0.24,0.1,-0.3,-10,-5,-0.015,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.018
10119,-430,-23,0.11,-0.02,-0.2,-10,1,-0.014,1.5,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.017
10120,-73,-47,-0.3,-0.04,-0.8,-11,8,-0.006,0,-0.0005,-0.0007,-0.0007,-0.0008,0.0001,0,0.0001,0,-0.0008,0.018
10121,-57,-47,-0.3,-0.06,-0.8,-11,8,0.002,0.2,-0.0005,-0.0005,-0.0005,-0.0007,0.0001,0,0.0001,0,-0.0007,0.017
10122,302,-38,0.43,-0.04,-0.6,-10,8,0.015,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
10123,363,-32,0.56,0.06,0,-10,1,0.012,-1.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
10124,358,-27,0.61,0.25,0.5,-9,-5,-0.005,-2.7,-0.0007,-0.0007,-0.0007,-0.0006,0,0,-0.0003,0,-0.0006,0.022
10125,339,-26,0.58,0.31,0.6,-9,-13,-0.015,-4.5,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.02
10126,160,-22,0.37,0.01,1.1,-9,-9,-0.029,3.4,-0.0013,-0.001,-0.001,-0.001,-0.0004,0,0,0,-0.001,0.018
10127,106,-18,-0.46,0.05,1.1,-9,-1,-0.041,-0.7,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.02
10128,20,-16,-0.83,0.09,-0.3,-10,-8,-0.012,0.7,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.017
10129,-14,-16,-0.85,-0.15,-0.9,-11,3,0.004,4,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
10130,28,-16,-0.83,-0.06,-1.3,-11,13,0.005,1,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,0.017
10131,70,-16,-0.77,0.06,-1.6,-11,7,0.019,-2.4,-0.0003,-0.0003,-0.0003,-0.0005,0.0001,0,0.0001,0,-0.0005,0.018
10132,314,-2,0.54,0.06,-1.9,-12,4,0.016,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0,0,-0.0001,0,-0.0004,0.021
10133,-26,9,0.58,0.18,-0.1,-10,-17,-0.006,0,-0.0007,-0.0007,-0.0007,-0.0006,0,0,-0.0002,0,-0.0006,0.024
10134,-442,4,0.31,0.3,0.7,-9,-37,-0.022,1.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.017
10135,-619,-16,0.01,0.06,1,-9,8,-0.017,-3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.016
10136,-500,-30,-0.21,-0.07,0.8,-9,14,-0.014,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,0.018
10137,-360,-43,-0.21,-0.02,0.4,-10,5,0.003,0.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.016
10138,-229,-51,-0.07,-0.08,0.2,-10,15,0.011,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
10139,11,-55,0.34,-0.05,0.5,-9,9,0.016,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
10140,-124,-54,-0.31,0.14,1,-9,-12,-0.038,-0.3,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.019
10141,-221,-58,-0.72,0.07,0.4,-10,-3,-0.032,0.5,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0,0,0,-0.0012,0.02
10142,-226,-59,-0.78,0.09,0.2,-10,-4,-0.031,-0.4,-0.0009,-0.0011,-0.0011,-0.0012,0.0002,0,0.0001,0,-0.0012,0.019
10143,-265,-63,-0.77,0,-0.7,-11,-2,0.016,1.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
10144,-260,-65,-0.7,0.04,-1,-11,2,0.016,0.2,-0.0003,-0.0004,-0.0004,-0.0005,0.0001,0,0.0001,0,-0.0005,0.017
10145,175,-68,0.43,-0.07,-1.5,-11,12,0.029,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.021
10146,137,-60,0.72,0.12,-0.3,-10,-16,0.003,1.5,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0,-0.0001,0,-0.0005,0.022
10147,-58,-59,0.56,0.19,0.6,-9,-21,-0.018,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.02
10148,-248,-63,0.23,0.1,1.2,-9,-7,-0.028,0.1,-0.0011,-0.0011,-0.0011,-0.001,-0.0002,0,-0.0002,0,-0.001,0.021
10149,-299,-66,0.02,0.22,1.3,-9,-12,-0.037,-1.5,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.018
10150,-433,-75,-0.39,-0.07,1,-9,6,-0.022,1.9,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.017
10151,-418,-77,-0.43,-0.02,0.9,-9,7,-0.022,0.4,-0.0008,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.018
10152,-371,-86,-0.51,-0.02,0.2,-10,2,0.003,0.6,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0.0001,0,-0.0006,0.017
10153,-314,-92,-0.39,-0.03,-0.3,-10,8,0.014,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.015
10154,-48,-97,-0.15,-0.15,-0.8,-11,28,0.015,-1.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
10155,341,-91,0.3,-0.1,-0.6,-11,16,0.02,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
10156,377,-76,0.29,0.08,0.3,-10,-4,-0.01,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.021
10157,270,-70,0.2,0.23,0.5,-9,-20,-0.008,-1.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
10158,-85,-67,-0.13,0.21,0.7,-9,-22,-0.022,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.017
10159,-143,-72,-0.34,0.03,0.2,-10,7,-0.009,-2.1,-0.0005,-0.0007,-0.0007,-0.0008,0.0002,0,0.0001,0,-0.0008,0.016
10160,272,-70,0.2,-0.09,-0.2,-10,14,0.015,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
10161,360,-57,0.44,0.04,0.6,-9,1,0.009,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
10162,59,-32,-0.21,0.08,1.9,-8,-7,-0.013,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.017
10163,87,-31,-0.33,-0.02,1.5,-9,10,-0.006,-1.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
10164,338,-12,-0.03,-0.02,0.4,-10,5,0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
10165,327,7,0.18,0.05,0.6,-9,-3,0.006,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.021
10166,271,12,0.23,0.25,0.8,-9,-17,0.004,-3.1,-0.0007,-0.0005,-0.0005,-0.0005,-0.0004,0,0,0,-0.0005,0.022
10167,35,15,0.03,0.24,1,-9,-23,-0.024,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
10168,-203,8,-0.62,0.06,0.1,-10,-3,-0.018,0.1,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.018
10169,-207,7,-0.66,0.06,-0.1,-10,-3,-0.018,-0.2,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0,0.0001,0,-0.001,0.019
10170,-216,6,-0.7,0.04,-0.4,-10,-3,-0.008,0.3,-0.0007,-0.0007,-0.0007,-0.0008,0,0,0.0001,0,-0.0008,0.018
10171,-181,-4,-0.57,0.03,-2.1,-12,3,0.008,0.2,-0.0004,-0.0005,-0.0005,-0.0007,0.0001,0,0.0002,0,-0.0007,0.017
10172,125,-7,0.4,-0.04,-2.4,-12,10,0.027,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,0.019
10173,179,-4,0.54,0.11,-1.8,-12,-7,0.002,-1.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.02
10174,153,-2,0.54,0.14,-1.5,-11,-4,-0.003,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
10175,-57,0,0.38,0.23,-0.8,-11,-23,-0.02,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.021
10176,-353,-7,0.38,0.18,-0.2,-10,-15,0.006,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
10177,-482,-27,0.44,0.1,1,-9,-4,-0.013,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
10178,-510,-38,0.27,0.03,1.5,-9,3,-0.013,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
10179,-470,-47,0.16,-0.17,1.7,-8,14,-0.012,2.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.017
10180,-104,-62,-0.48,-0.07,1.2,-9,10,-0.018,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.016
10181,-84,-63,-0.51,-0.07,1.1,-9,10,-0.017,0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.017
10182,446,-48,-0.09,-0.07,-0.7,-11,11,0.012,-0.1,-0.0004,-0.0004,-0.0004,-0.0005,0,0,0,0,-0.0005,0.018
10183,505,-32,0.25,0.04,-0.5,-10,1,0.016,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0,0,0,-0.0004,0.021
10184,-68,-12,-0.45,0.18,-0.6,-11,-16,-0.019,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.019
10185,-174,-13,-0.58,-0.05,-1,-11,-8,-0.011,3.6,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.016
10186,-43,-17,-0.37,-0.07,-1.9,-12,15,0.024,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.015
10187,303,-14,0.15,-0.14,-2.1,-12,22,0.03,-0.6,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.021
10188,441,-2,0.55,0.31,-1.5,-11,-22,0.019,-3.7,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.022
10189,393,0,0.59,0.22,-1.4,-11,-25,0.019,-0.6,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,0.021
10190,137,6,0.57,0.22,-0.5,-10,-20,-0.011,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
10191,24,7,0.5,0.21,-0.2,-10,-20,-0.015,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.02
10192,-224,3,0.15,0.1,0.6,-9,-10,-0.018,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.018
10193,-191,-11,-0.51,0.01,0.1,-10,3,-0.019,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.012
10194,157,-14,-0.28,-0.32,-1.1,-11,32,0.025,1,-0.0002,-0.0002,-0.0002,-0.0003,0,0,0,0,-0.0003,0.013
10195,701,-2,0.16,-0.27,-1.2,-11,31,0.026,0.6,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0,0,0,-0.0002,0.023
10196,838,25,0.44,0.38,-0.6,-10,-32,0.005,-2.9,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.024
10197,772,28,0.45,0.32,-0.5,-10,-34,0.005,-0.7,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0,0,0,-0.0005,0.023
10198,251,43,0.15,0.31,0.3,-10,-32,-0.027,-0.5,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.02
10199,-352,32,-0.4,0.1,-1.4,-11,-9,0.015,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
10200,-350,23,-0.19,0.02,-1.8,-12,9,0.015,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
10201,-235,15,0.15,-0.01,-1.8,-12,7,0.019,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,-0.0001,0,-0.0004,0.018
10202,-141,9,0.36,0.01,-1.3,-11,4,0.009,0,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.016
10203,161,9,0.32,-0.08,-0.3,-10,13,-0.007,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
10204,-385,6,-0.18,0.15,0.2,-10,-13,-0.008,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.017
10205,-447,-5,-0.23,-0.08,-0.2,-10,12,-0.002,1.7,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
10206,-423,-7,-0.24,-0.02,-0.2,-10,12,-0.002,-0.5,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.017
10207,137,-20,0.2,-0.06,-0.3,-10,10,0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
10208,284,-5,0.27,0.01,0.8,-9,2,-0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
10209,-271,-8,-0.14,0.06,-1.3,-11,-2,0.013,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
10210,-67,-22,0.46,-0.01,-0.5,-10,5,0.01,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
10211,-31,-23,0.28,0.05,0.7,-9,-3,-0.018,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
10212,-108,-26,-0.31,0.06,0.7,-9,-4,-0.019,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.018
10213,-123,-27,-0.41,-0.02,0.5,-10,-3,-0.017,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.017
10214,-106,-29,-0.49,-0.03,0.2,-10,6,-0.011,0.5,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
10215,-83,-29,-0.53,0.01,0,-10,5,-0.01,-0.4,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0,0.0002,0,-0.0008,0.017
10216,107,-30,0.13,-0.04,-0.8,-11,10,0.026,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.018
10217,181,-27,0.42,0.03,-0.5,-10,1,0.023,-0.5,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0,0,0,-0.0002,0.02
10218,25,-22,0.43,0.15,0.7,-9,-14,-0.013,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.021
10219,-185,-23,0.08,0.21,1.1,-9,-20,-0.037,-0.6,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.019
10220,-350,-31,-0.45,0.11,0.8,-9,-6,-0.031,-1.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.017
10221,-387,-35,-0.62,-0.08,0.5,-10,-6,-0.027,1.4,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.019
10222,-388,-36,-0.67,-0.14,0.4,-10,2,-0.026,3.7,-0.0009,-0.0011,-0.0011,-0.0011,0.0002,0,0,0,-0.0011,0.017
10223,-327,-44,-0.61,-0.05,-0.7,-11,6,0.017,1.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
10224,-299,-47,-0.54,-0.01,-0.9,-11,7,0.019,-0.3,-0.0003,-0.0003,-0.0003,-0.0004,0,0,0.0001,0,-0.0004,0.017
10225,-143,-54,0.03,-0.04,-1.4,-11,9,0.028,-0.3,-0.0002,-0.0002,-0.0002,-0.0002,-0.0001,0,0,0,-0.0002,0.018
10226,-97,-58,0.43,0.06,-0.8,-11,-2,0.011,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
10227,-89,-60,0.53,-0.05,-0.3,-10,6,0.009,1.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
10228,-19,-62,0.46,0.03,1.2,-9,1,-0.01,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
10229,-38,-62,0.32,0.14,1.6,-8,-9,-0.018,-1.9,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.02
10230,-148,-64,0.01,0.16,1.8,-8,-12,-0.038,-1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.016
10231,23,-70,-0.53,-0.14,0.8,-9,13,0.01,0.5,-0.0003,-0.0003,-0.0003,-0.0005,0.0001,0,0.0001,0,-0.0005,0.017
10232,292,-61,0.09,-0.04,0.1,-10,7,0.018,0,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.02
